Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
197194.0286,4765659.827,1097.6,52.8665
383482.1326,4760176.853,1384.1,19.3792
174905.07,4766960.703,997.9,67.3832
376445.3503,4760393.037,1353.3,18.3097
378116.6878,4760363.092,1352.7,18.532
379720.3555,4760334.743,1356.1,19.7671
380521.7813,4760320.717,1357.9,23.3355
381337.0667,4760306.544,1358.8,21.6793
382940.2282,4760297.176,1375,22.408
233029.751,4764816.684,1251.8,59.1355
233029.751,4764816.684,1251.8,59.0855
376472.7454,4761188.37,1350.9,25.0636
376459.7023,4761188.605,1350.9,25.1133
376460.3755,4761225.918,1350.3,17.6792
377275.563,4761211.26,1350.3,17.9963
378131.5096,4761195.973,1349.4,16.753
379734.9822,4761167.624,1351.2,17.8884
380536.3105,4761153.597,1357.3,21.3861
381351.4967,4761139.424,1359.7,20.879
382112.0652,4761126.288,1362.8,20.0092
382954.152,4761111.843,1369.5,20.916
188008.4625,4767278.193,1092.4,49.2297
188008.4625,4767278.193,1092.4,49.2397
379736.9306,4761278.563,1354.5,25.532
379723.0727,4761278.807,1354.5,25.4912
338122.3901,4762154.642,1438,12.6752
350975.3982,4761862.809,1351.8,13.8278
338122.8207,4762172.855,1438,12.6209
350975.7947,4761881.022,1351.8,13.8529
276235.3078,4763916.209,1339.9,59.6413
344494.7172,4762043.826,1365.5,13.8789
344494.7172,4762043.826,1365.5,13.8389
309959.7284,4762989.551,1463.7,30.6169
309947.1911,4763008.126,1463.7,30.6136
177462.6851,4768045.603,1083.6,45.9674
194202.3779,4767276.555,1073.2,49.9772
222818.1231,4766057.046,1231.4,61.0287
309650.0813,4763090.623,1456,30.6763
177462.6851,4768045.603,1083.6,45.9374
194202.3779,4767276.555,1073.2,49.9472
222804.2642,4766057.607,1231.4,61.0792
309650.0813,4763090.623,1456,30.6463
191772.9835,4767441.262,1070.5,48.7594
191772.9835,4767441.262,1070.5,48.7494
197265.303,4767270.154,1101.5,49.0591
197266.129,4767288.812,1101.5,49.0554
177505.3152,4768377.757,1051.3,46.5249
177505.3152,4768377.757,1051.3,46.5349
397530.0929,4761562.888,1488.9,1.15679
200646.0073,4767362.476,1120.1,48.4726
200659.8658,4767361.869,1120.1,48.4528
200646.0073,4767362.476,1120.1,48.4726
200659.8658,4767361.869,1120.1,48.4528
203847.1663,4767408.589,1130.2,45.7668
203847.1663,4767408.589,1130.2,45.7567
369564.523,4762372.068,1328.3,25.1856
369550.6668,4762372.332,1328.3,25.1758
208679.2024,4767423.455,1149.4,50.2515
210309.4952,4767354.196,1159.8,51.1738
211926.7433,4767285.876,1161.6,52.0801
213773.8594,4767208.314,1162.8,53.7799
208679.2024,4767423.455,1149.4,50.2315
210309.4952,4767354.196,1159.8,51.1538
211912.8859,4767286.46,1161.6,52.1396
213773.8594,4767208.314,1162.8,53.7699
400293.7688,4762003.477,1524.3,16.1467
400293.7688,4762003.477,1524.3,16.1467
197485.6239,4768243.582,1114.7,47.6317
197485.6239,4768243.582,1114.7,47.6017
395897.8874,4762420.581,1468.8,3.62761
382504.9437,4762637.381,1358.1,24.9908
382505.2639,4762656.038,1358.1,24.9542
379762.291,4762722.337,1357.3,27.5515
379748.4359,4762722.58,1357.3,27.5111
223576.4963,4767324.459,1229.3,58.714
223576.4963,4767324.459,1229.3,58.684
178042.3414,4769354.156,1043.3,45.6
178042.3414,4769354.156,1043.3,45.6
200710.1101,4768509.61,1129,46.5339
200697.0709,4768528.875,1129,46.5371
191841.4122,4768959.304,1078.7,48.3129
203891.2627,4768426.714,1140.3,46.3702
205521.3726,4768356.301,1137.2,47.2164
207110.7273,4768288.023,1149.1,47.3977
191841.4122,4768959.304,1078.7,48.2829
205521.3726,4768356.301,1137.2,47.1664
207110.7273,4768288.023,1149.1,47.3577
194274.3974,4768887,1083.9,48.1508
194274.3974,4768887,1083.9,48.1008
311938.9244,4764712.995,1458.8,27.4605
311938.9244,4764712.995,1458.8,27.4605
187514.4611,4769303.886,1121.4,45.1812
187501.4202,4769304.482,1121.4,45.2015
254796.2974,4766578.391,1333.5,52.5149
254783.1115,4766597.546,1333.5,52.4989
392445.4176,4763140.428,1457.9,9.50873
258677.3348,4766718.219,1426.2,47.6401
258663.4804,4766718.708,1426.2,47.6788
237005.5213,4767684.605,1276.5,56.1099
237006.222,4767702.819,1276.5,56.1039
236517.9629,4767740.194,1271.3,57.4761
236517.9629,4767740.194,1271.3,57.4461
397587.4748,4763653.909,1482.5,2.76554
397574.4372,4763654.104,1482.5,2.7373
188778.3481,4770155.175,1199.1,42.6339
188766.1589,4770174.428,1199.1,42.6754
405836.9171,4763943.038,1674,20.1947
405837.1678,4763961.251,1674,20.1889
358974.7816,4764859.698,1333.8,17.4617
416742.7189,4763912.695,1742.5,7.22202
358960.93,4764859.984,1333.8,17.462
416729.6824,4763912.854,1742.5,7.25288
285521.9035,4766861.26,1327.1,47.6394
285521.9035,4766861.26,1327.1,47.6394
179918.8768,4771065.581,1025.7,42.2983
398576.2669,4764324.402,1487.4,8.65538
179919.7511,4771084.24,1025.7,42.2628
398562.6925,4764343.264,1487.4,8.67685
195934.5928,4770389.523,1103.4,44.168
213874.601,4769614.721,1179.6,45.5165
195921.5704,4770408.798,1103.4,44.1765
213875.3823,4769633.38,1179.6,45.4627
223615.8195,4769306.348,1277.1,52.1456
223615.8195,4769306.348,1277.1,52.1656
218592.2892,4769530.064,1237.5,49.788
218578.4369,4769530.635,1237.5,49.7578
388763.4051,4764791.736,1390.2,20.976
388749.5546,4764791.961,1390.2,20.9884
314109.8772,4766598.781,1468.8,23.9079
314109.8772,4766598.781,1468.8,23.9379
383230.7888,4765328.065,1354.8,26.7897
383230.7888,4765328.065,1354.8,26.7597
411718.617,4764975.079,1877.2,18.0619
411718.8578,4764993.735,1877.2,18.0038
382961.853,4765517.839,1353.9,25.4527
382961.853,4765517.839,1353.9,25.4627
178385.5671,4772306.166,996.4,43.6635
178386.4459,4772324.825,996.4,43.6546
397209.5156,4765566.304,1463.6,5.13022
397195.9474,4765585.169,1463.6,5.06954
391874.6111,4765704.565,1443.8,9.54434
376696.4488,4765998.311,1347.2,26.8864
381611.0383,4765911.449,1351.2,27.2743
386212.8063,4765833.319,1362.2,27.0906
376696.4488,4765998.311,1347.2,26.9264
381597.1898,4765911.689,1351.2,27.2238
386212.8063,4765833.319,1362.2,27.1306
379859.9388,4765960.655,1348.7,28.0389
379859.9388,4765960.655,1348.7,28.0989
400591.8136,4765683.242,1649.5,28.4173
268446.8008,4768900.578,1369.4,43.3955
400592.0784,4765701.455,1649.5,28.391
183422.1884,4772349.302,1150,37.9238
183422.1884,4772349.302,1150,37.9038
277383.5389,4768677.863,1353.3,42.4682
404137.4439,4765725.027,1735.2,25.6443
277369.6899,4768678.314,1353.3,42.4198
404123.5959,4765725.221,1735.2,25.6728
326098.9163,4767283.365,1675.6,13.6832
326085.5425,4767302.374,1675.6,13.9186
353362.2718,4766681.051,1350.3,18.2923
394933.4063,4765915.802,1456.9,2.31347
353362.2718,4766681.051,1350.3,18.2723
394919.5583,4765916.015,1456.9,2.29566
394946.7264,4765934.259,1456.9,2.18688
394946.7264,4765934.259,1456.9,2.16688
399346.8351,4765904.834,1527.7,22.5619
399346.8351,4765904.834,1527.7,22.5519
207261.7858,4771508.211,1158.2,39.7461
210479.7193,4771371.036,1182.3,39.8975
213698.458,4771235.348,1191.2,41.1675
390577.4382,4766113.757,1421.9,8.62663
207262.5856,4771526.869,1158.2,39.7703
210480.5103,4771389.695,1182.3,39.8643
213699.2402,4771254.007,1191.2,41.172
390577.7368,4766132.414,1421.9,8.59196
210549.6901,4771423.702,1191.8,41.5687
269203.6619,4769190.183,1367.8,43.547
210536.6556,4771424.254,1191.8,41.6082
269203.6619,4769190.183,1367.8,43.607
365532.4896,4766727.018,1334.4,23.3827
365532.8566,4766745.675,1334.4,23.3693
238173.4837,4770475.657,1316.7,53.3924
398199.4722,4766385.006,1534.4,21.2336
271794.6957,4769436.922,1394.7,42.7555
398185.6253,4766385.212,1534.4,21.1402
199243.0053,4772301.995,1176.2,38.2024
199229.9714,4772302.569,1176.2,38.233
178921.4388,4773282.987,1005.5,40.81
178908.4468,4773301.853,1005.5,40.8048
223768.1188,4771377.006,1300,45.2684
333746.1552,4767815.37,1524.3,16.155
336828.3218,4767741.085,1489.3,15.9567
223755.0075,4771395.781,1300,45.2048
333746.5982,4767833.583,1524.3,16.1482
336814.9097,4767759.629,1489.3,15.9442
243570.1119,4770808.449,1307.9,51.8867
243570.1119,4770808.449,1307.9,51.8667
407422.6257,4766697.946,1686.1,19.3439
407422.8784,4766716.603,1686.1,19.3335
369864.4581,4767420.826,1338.7,26.4456
369850.6122,4767421.089,1338.7,26.4557
243049.0228,4771050.803,1308.1,50.1721
243049.0228,4771050.803,1308.1,50.1921
392263.0628,4767086.585,1424,10.3305
392263.3569,4767105.242,1424,10.2583
243026.206,4771181.453,1310,51.1097
406068.7244,4766994.319,1655.7,13.4726
243026.8914,4771199.667,1310,51.0433
406068.9747,4767012.531,1655.7,13.4151
328739.6657,4768605.854,1595.6,13.6347
328727.0911,4768624.394,1595.6,13.5678
315467.9022,4769062.445,1476.8,22.8596
315468.3942,4769080.658,1476.8,22.7948
359041.1968,4768080.112,1338.1,21.4188
359041.1968,4768080.112,1338.1,21.3888
346336.2497,4768354.018,1375.2,17.3078
346322.8242,4768372.986,1375.2,17.2889
223778.6101,4772322.049,1294.8,43.4738
243068.517,4771568.902,1307.9,50.7128
223778.6101,4772322.049,1294.8,43.4238
243054.6712,4771569.423,1307.9,50.6938
184034.0087,4774101.728,1170.1,34.5981
184034.0087,4774101.728,1170.1,34.6181
350166.8664,4768435.494,1363.4,20.5668
350154.2451,4768454.436,1363.4,20.5955
271834.875,4770639.685,1406.6,40.2383
202512.3791,4773326.943,1176.8,35.2339
202499.3462,4773346.206,1176.8,35.2404
347319.7553,4768609.521,1375.6,18.4839
347305.9107,4768609.83,1375.6,18.4653
394403.9666,4767719.641,1434.4,3.16239
394404.2549,4767738.297,1434.4,3.14723
265461.7527,4771040.938,1371.6,40.6737
343903.1262,4768853.395,1396.9,15.1186
343903.1262,4768853.395,1396.9,15.1486
179251.9473,4774825.827,1186,33.7949
352879.8105,4768876.622,1349.3,20.8243
179251.9473,4774825.827,1186,33.7549
352879.8105,4768876.622,1349.3,20.8043
199375.8522,4774076.523,1199.7,35.0072
199376.6693,4774095.071,1199.7,35.0431
223596.4452,4773182.447,1321.3,40.9597
391022.5051,4768476.199,1432,14.3102
391022.5051,4768476.199,1432,14.3402
408614.3368,4768458.931,1671.2,21.4216
178634.4054,4775578.536,1186,32.3268
178635.2635,4775596.752,1186,32.2011
393351.0343,4768939.418,1426.2,7.14405
393337.1924,4768939.634,1426.2,7.10515
381545.0023,4769152.613,1353.3,27.442
383865.5595,4769112.764,1353.6,28.3865
378289.066,4769265.398,1352.1,27.7141
396324.0972,4768967.846,1456.6,6.66456
396337.1247,4768967.648,1456.3,6.40688
378275.2242,4769265.645,1352.1,27.664
396337.1247,4768967.648,1456.3,6.41688
373826.581,4769494.236,1338.1,29.3442
373826.581,4769494.236,1338.1,29.2942
282608.0008,4771844.659,1310.3,49.8804
191345.3657,4775436.446,1226.5,34.142
205771.3124,4774799.007,1204,32.3686
191345.3657,4775436.446,1226.5,34.172
205771.3124,4774799.007,1204,32.3586
272369.1445,4772382.425,1404.2,41.1297
418517.4817,4769166.971,1732.8,15.3341
262872.7803,4772798.585,1371.6,43.3715
244909.5617,4773538.911,1336.5,49.3514
244909.5617,4773538.911,1336.5,49.3014
222465.7465,4774804.031,1353.6,35.6715
308020.7075,4771879.431,1529.8,33.1532
308020.7075,4771879.431,1529.8,33.1132
315784.1423,4771720.96,1473.4,23.4626
315770.3022,4771721.333,1473.4,23.4337
209050.1664,4775474.641,1221,31.8813
209050.1664,4775474.641,1221,31.8713
186433.7551,4776588.266,1244.5,30.946
186433.7551,4776588.266,1244.5,30.966
414634.1272,4770139.714,1851.7,17.3149
261412.6681,4773775.841,1380.7,40.9856
414634.1272,4770139.714,1851.7,17.3349
199880.7965,4776279.903,1271,32.112
199881.6177,4776298.562,1271,32.0674
329311.052,4771869.606,1570.9,15.2781
329311.052,4771869.606,1570.9,15.2581
315839.0201,4772275.273,1465.8,22.6237
315825.9952,4772275.625,1465.8,22.5505
370300.2218,4771060.044,1347.8,28.1445
370300.2218,4771060.044,1347.8,28.1445
359107.6482,4771300.541,1352.1,24.772
359108.0333,4771319.198,1352.1,24.8065
225806.0626,4775392.031,1317,38.6969
225806.0626,4775392.031,1317,38.6669
259929.3575,4774105.754,1377.7,42.8989
387777.8179,4770972.863,1377.7,24.2623
387777.8179,4770972.863,1377.7,24.2723
213034.7681,4776158.543,1283.2,28.5213
398226.6147,4770994.257,1528,23.5505
408809.0804,4770844.688,1600.2,20.8149
398226.8862,4771012.469,1528,23.5212
408809.3237,4770862.901,1600.2,20.7435
178687.0801,4777839.296,1311.6,27.9744
178673.2406,4777839.949,1311.6,28.0117
178674.9788,4777876.823,1311.6,27.884
238414.612,4775360.637,1392.9,43.647
238414.612,4775360.637,1392.9,43.597
200487.2823,4777069.142,1286,26.3777
393604.8288,4771323.653,1434.1,12.6628
200487.2823,4777069.142,1286,26.3777
393604.8288,4771323.653,1434.1,12.6328
358649.1669,4772087.727,1351.2,24.8756
366937.5081,4771921.093,1350.6,27.1749
358649.1669,4772087.727,1351.2,24.8356
366923.6712,4771921.363,1350.6,27.1445
248606.371,4775421.881,1342,42.0238
248606.371,4775421.881,1342,42.0038
399906.3887,4771728.289,1653.2,21.1778
274348.3224,4774725.65,1390.1,40.7092
399906.3887,4771728.289,1653.2,21.1379
412376.1838,4771834.361,1738.6,22.0435
260046.587,4775491.709,1389.8,42.8219
396086.4573,4772081.627,1482.2,19.5986
396072.9043,4772100.383,1482.2,19.6305
384164.4821,4772329.019,1358.2,28.473
384164.7988,4772347.676,1358.2,28.4375
377586.3392,4772499.403,1342.9,30.2008
377586.6739,4772518.06,1342.9,30.1966
378347.1243,4772522.678,1351.5,28.4696
378333.289,4772522.925,1351.5,28.4493
381615.8143,4772483.846,1355.1,26.3367
381615.8143,4772483.846,1355.1,26.3567
316746.7955,4774195.496,1475.2,21.3316
316732.9605,4774195.868,1475.2,21.3615
188286.37,4779026.033,1284.4,25.355
188287.2032,4779044.248,1284.4,25.3914
275263.3674,4775714.621,1402.6,38.4291
258448.2713,4776382.023,1388.3,43.313
211167.2605,4778277.188,1310.6,28.0428
211153.4253,4778277.775,1310.6,28.0985
248974.1485,4776909.801,1345.4,41.1658
248960.314,4776910.311,1345.4,41.1198
256894.7988,4776622.727,1383.7,43.092
330163.7872,4774515.086,1576.1,16.0996
330164.2519,4774533.744,1576.1,16.0947
409774.5136,4773052.946,1572.8,22.2874
409774.7604,4773071.603,1572.8,22.3181
359448.2364,4773997.044,1365.8,26.6239
359434.4033,4773997.329,1365.8,26.6235
359164.9696,4774077.103,1364.3,26.7838
359165.3457,4774095.315,1364.3,26.7508
217334.7511,4778574.974,1382.8,26.8327
180034.271,4780465.911,1414,23.5206
180021.3136,4780485.22,1414,23.5007
386347.8036,4773939.893,1363.7,25.8498
386334.7852,4773940.11,1363.7,25.796
370374.4511,4774280.67,1353,30.9759
370374.4511,4774280.67,1353,30.9759
317559.5603,4775655.924,1499,21.3372
317545.7283,4775656.294,1499,21.3773
215649.8024,4779220.171,1390.1,26.4694
378555.8764,4774370.798,1470.4,25.0555
378556.2008,4774389.01,1470.4,25.0027
287457.5466,4776657.723,1374.5,49.2185
293844.6648,4776461.554,1406.5,49.7191
287458.1145,4776675.936,1374.5,49.1638
293832.1974,4776480.161,1406.5,49.665
192070.3468,4780356.557,1423.7,23.5892
192070.3468,4780356.557,1423.7,23.5892
192100.5181,4780410.728,1423.7,23.5372
192086.6853,4780411.354,1423.7,23.5456
243364.8445,4778379.128,1399,39.2704
243351.8262,4778379.619,1399,39.2346
254228.3556,4778015.993,1368.5,41.4957
201831.429,4780144.708,1413.1,21.6972
201818.4087,4780163.861,1413.1,21.7192
249843.538,4778416.443,1355.1,40.1229
222018.5355,4779494.996,1429.8,26.1785
249843.538,4778416.443,1355.1,40.1729
402556.3242,4774818.69,1517.9,13.691
258249.5102,4778427.814,1421.2,40.6072
402542.7549,4774837.1,1517.9,13.7528
274683.3037,4777883.218,1460.6,33.6496
274683.3037,4777883.218,1460.6,33.6896
260828.5216,4778429.64,1402,39.5133
228139.8671,4779748.308,1417.3,34.2888
228126.8501,4779748.827,1417.3,34.3176
275816.9813,4778105.317,1411.8,37.4403
212443.42,4780522.793,1416.1,27.0187
212431.191,4780542.002,1416.1,27.0452
381575.0917,4775576.308,1356.7,24.4775
381561.2628,4775576.548,1356.7,24.4373
379949.4665,4775678.839,1355.4,26.0532
379935.6378,4775679.083,1355.4,26.0124
349486.1671,4776320.791,1397.1,21.2423
349486.1671,4776320.791,1397.1,21.1923
375191.7598,4775819.837,1352.4,32.3036
375191.7598,4775819.837,1352.4,32.2636
349527.2424,4776338.106,1397.1,21.229
349513.8255,4776357.069,1397.1,21.2029
405168.0461,4775392.436,1484.4,23.2571
405168.3057,4775411.093,1484.4,23.2031
407650.2819,4775451.102,1520.6,23.0999
407650.2819,4775451.102,1520.6,23.0899
234388.1838,4780132.355,1367.6,30.6626
312643.3233,4777530.497,1456,23.1425
313147.0387,4777553.452,1454,22.4514
394191.5245,4775868.774,1485.6,24.0246
394191.5245,4775868.774,1485.6,24.0046
179563.9703,4782603.098,1495.3,22.1068
179550.1406,4782603.75,1495.3,22.0664
358606.5229,4776588.337,1359.4,28.6409
312161.1752,4777729.044,1457,23.4766
358593.0822,4776607.281,1359.4,28.5869
313761.3638,4777721.903,1456,21.8382
314076.4416,4777843.108,1468,21.4449
275243.4793,4779235.903,1432.2,35.9023
312484.4228,4778145.81,1467,25.338
177922.5562,4783237.267,1454.2,18.1388
177908.7276,4783237.922,1454.2,18.1092
310384.2299,4778259.848,1456,27.6742
310861.7997,4778339.043,1457,27.3118
311352.367,4778417.799,1463,26.8398
314364.7654,4778446.623,1472,21.2057
371108.6852,4777210.391,1358.2,33.9653
220316.69,4781733.728,1446.8,24.2315
317416.7106,4778437.818,1518.5,34.1792
371094.8592,4777210.653,1358.2,33.9452
317511.5551,4778453.947,1519.1,20.2356
218067.6753,4781845.197,1487.7,25.4435
317511.5551,4778453.947,1519.1,20.2156
317742.5363,4778447.763,1519,20.7604
223166.5585,4781672.857,1459.9,23.9536
311833.1931,4778645.344,1464,25.986
372182.4549,4777375.355,1357.9,32.8682
386414.6946,4777123.217,1363,20.7379
372182.4549,4777375.355,1357.9,32.8282
386414.6946,4777123.217,1363,20.7179
312435.4767,4778851.348,1468,24.8775
403889.2596,4777020.926,1453.6,20.1556
403875.4345,4777021.122,1453.6,20.2
229319.2112,4781722.101,1386.8,26.6411
309564.1992,4779004.825,1479.9,26.577
229319.9488,4781740.649,1386.8,26.5968
309564.7178,4779023.372,1479.9,26.5647
328312.9628,4778617.87,1642,17.4519
328312.9628,4778617.87,1642,17.4519
279317.1912,4780140.408,1406.3,38.0865
234818.5032,4781746.569,1401.7,28.2275
279317.7815,4780158.622,1406.3,38.082
363353.5166,4777991.335,1364.6,30.8753
314655.2482,4779161.117,1489,22.7937
363340.8793,4778010.253,1364.6,30.8998
202428.738,4783234.259,1509.7,19.4311
243458.7712,4781563.923,1389.8,35.2563
202428.738,4783234.259,1509.7,19.3811
243458.7712,4781563.923,1389.8,35.2163
261458.7016,4780909.364,1415.8,36.3424
232578.3149,4782093.948,1373.7,27.697
392892.11,4777777.658,1439.6,25.4032
392892.11,4777777.658,1439.6,25.4132
408654.8565,4777621.804,1643.5,24.2043
413087.4087,4777563.808,1788.9,19.2259
415282.9472,4777536.15,1687.7,17.8983
408641.8459,4777621.978,1643.5,23.6297
413073.5849,4777563.985,1788.9,19.2208
202105.8065,4783619.393,1515.5,20.8036
212962.6576,4783152.714,1515.5,23.8676
202105.8065,4783619.393,1515.5,20.7736
212948.8324,4783153.297,1515.5,23.9202
406504.6008,4777928.994,1531.6,22.2226
406490.7776,4777929.184,1531.6,22.205
317792.1987,4779817.078,1519.1,20.7271
317548.2537,4779823.61,1519,21.2512
317779.1883,4779817.426,1519.1,20.7084
230830.7823,4782867.191,1382.8,25.4547
411061.7535,4778145.422,1864.5,20.5254
411061.7535,4778145.422,1864.5,20.5454
176755.822,4785277.41,1529.8,21.3467
176755.822,4785277.41,1529.8,21.3867
315521.8979,4780119.049,1493,21.3526
274026.5465,4781407.419,1438.6,32.6966
389598.6301,4778626.035,1368.6,18.7386
389598.9326,4778644.692,1368.6,18.67
216934.6121,4783653.972,1535.2,24.6611
383380.4466,4778840.767,1360.9,20.6737
387119.7562,4778777.757,1364.9,17.4188
383366.6244,4778841.004,1360.9,20.6938
387119.7562,4778777.757,1364.9,17.3988
226289.6431,4783363.726,1397.8,22.7902
375290.2499,4779021.34,1359.7,30.3262
375277.2408,4779021.578,1359.7,30.3157
369410.4802,4779149.783,1367.6,33.1621
369410.4802,4779149.783,1367.6,33.2121
194180.883,4784991.219,1605.4,20.0267
194180.883,4784991.219,1605.4,20.0267
285941.4541,4781540.882,1414.6,41.7865
393944.0187,4779149.367,1403.3,40.2626
315826.527,4780851.872,1499,21.0941
260746.6315,4782657.923,1425.6,32.3253
260733.4619,4782676.956,1425.6,32.3018
317307.7763,4780959.876,1518.2,22.0363
403147.4762,4779197.398,1439,22.6733
317307.7763,4780959.876,1518.2,22.0363
210546.8496,4784775.51,1796.5,19.8324
210533.0275,4784776.098,1796.5,19.9648
325918.4004,4780956.795,1621.2,19.3731
325905.0456,4780975.362,1621.2,19.4001
287410.4744,4782087.691,1417.3,56.4684
219445.2091,4784625.351,1548.9,24.7547
228901.2113,4784519.845,1400.5,22.5528
418032.4417,4779612.925,1622.1,10.0316
273940.7598,4782892.553,1431.6,32.6123
418032.6664,4779631.582,1622.1,9.89412
259717.1249,4783472.6,1417.9,34.6435
355983.513,4780846.786,1414,33.3631
355983.513,4780846.786,1414,33.3731
316125.5891,4781862.59,1513,21.056
381822.9199,4780478.717,1353.9,21.2306
381809.4173,4780497.17,1353.9,21.2251
260607.3387,4783719.431,1418.8,31.8184
364156.8641,4780863.943,1371.6,33.5415
364157.2276,4780882.156,1371.6,33.527
237027.0794,4784812.665,1405.2,29.9998
237027.801,4784831.323,1405.2,30.035
202602.1818,4786286.945,1611.8,18.3595
202602.1818,4786286.945,1611.8,18.3295
222491.947,4785445.968,1519.1,23.116
232111.8675,4785078.723,1384.7,24.1055
252505.3454,4784379.75,1388.1,37.7442
252491.5264,4784380.253,1388.1,37.7122
270239.1393,4783757.513,1475.2,28.2849
323238.1941,4782192.537,1593.8,19.0171
323238.1941,4782192.537,1593.8,19.0371
256762.4887,4784319.118,1414.2,38.0862
175163.0892,4787765.324,1579.8,24.6732
251832.1288,4784534.066,1392,37.1663
251832.8097,4784552.725,1392,37.101
359322.1558,4781684.33,1388.4,30.6875
359322.1558,4781684.33,1388.4,30.7175
263549.8199,4784450.469,1431,29.9287
268429.0824,4784374.96,1466,28.3857
266467.7089,4784534.992,1446.2,29.802
296274.7661,4783724.67,1556.5,34.1159
296274.7661,4783724.67,1556.5,34.1559
194789.2662,4787634.648,1660.9,20.7856
417212.1573,4781288.779,1697.4,13.7084
194776.2865,4787653.927,1660.9,20.7896
273454.0073,4784576.385,1426.1,29.4068
417212.3843,4781307.436,1697.4,13.7146
199771.8887,4787672.531,1703.5,17.2787
199771.8887,4787672.531,1703.5,17.3087
388243.7656,4781999.193,1366.4,29.0265
253493.1968,4785808.366,1435.6,28.1146
218561.5202,4787220.62,1637.3,22.0529
318106.1753,4783920.621,1549.6,22.3933
318106.1753,4783920.621,1549.6,22.3533
196123.7275,4788335.615,1671.5,22.815
230473.7635,4786886.231,1397.2,22.8442
196109.9112,4788336.233,1671.5,22.8044
230473.7635,4786886.231,1397.2,22.8042
390935.0345,4782492.376,1373.1,15.7134
390935.0345,4782492.376,1373.1,15.6834
202752.2421,4788171.9,1691.3,16.2618
402610.4044,4782408.047,1404.2,40.2358
400353.2661,4782736.872,1383.8,22.4847
400339.4525,4782737.075,1383.8,22.4929
192610.1727,4788994.287,1734,21.9123
192597.1701,4788994.876,1734,21.8872
354282.244,4783660.434,1394.8,26.2947
354282.244,4783660.434,1394.8,26.3447
376359.8194,4783408.367,1364,26.8532
376359.8194,4783408.367,1364,26.8132
253868.8296,4786832.767,1411.8,36.7471
207592.8812,4788685.107,1680.4,18.8503
207593.6845,4788703.766,1680.4,18.8589
402512.1244,4783149.668,1378.3,19.6406
407388.0234,4783081.516,1712.1,21.3132
402499.3916,4783168.512,1378.3,19.6315
407374.4648,4783100.362,1712.1,21.3869
394755.9932,4783432.239,1377.4,21.5684
397843.4801,4783385.153,1380.7,21.7811
394755.9932,4783432.239,1377.4,21.5884
397829.6677,4783385.36,1380.7,21.8206
386670.8256,4783562.187,1361.5,13.5016
386671.1292,4783580.4,1361.5,13.4766
380253.8662,4783727.713,1354.2,19.8241
381878.8542,4783699.289,1356.7,17.7058
380254.187,4783745.926,1354.2,19.8292
381865.3583,4783717.741,1356.7,17.6907
375378.7577,4783852.091,1359.7,26.2933
375378.7577,4783852.091,1359.7,26.3433
370558.5977,4783960.814,1374.6,34.3206
370558.5977,4783960.814,1374.6,34.3306
367335.4456,4784022.943,1379.2,36.163
367335.801,4784041.156,1379.2,36.1677
332088.2294,4784857.707,1578,20.632
332088.2294,4784857.707,1578,20.662
253115.0257,4787360.33,1408.5,33.8071
253115.0257,4787360.33,1408.5,33.8171
192285.5423,4789899.24,1900.7,24.5743
414029.0896,4783475.588,1847.7,13.0136
192271.7288,4789899.866,1900.7,24.509
414029.0896,4783475.588,1847.7,13.0336
222635.747,4788629.293,1538.6,20.8055
303969.0057,4785832.703,1506.5,34.7773
397090.4883,4783785.062,1360.6,17.8615
303955.7317,4785851.759,1506.5,34.7427
397090.7707,4783803.719,1360.6,17.8153
228949.5543,4788466.961,1417,18.5202
216871.3704,4788978.282,1703.8,22.3108
233704.3179,4788297.466,1439.5,16.5566
269535.493,4787006.116,1455.9,27.4523
269535.493,4787006.116,1455.9,27.4223
231579.4263,4788418.034,1425.5,19.389
204890.5959,4789580.906,1702.9,18.1932
403213.8502,4783861.64,1394.2,25.6242
204876.783,4789581.506,1702.9,18.2231
403200.0389,4783861.837,1394.2,25.5894
391003.3435,4784268.936,1367,14.6973
391003.3435,4784268.936,1367,14.6573
273205.4737,4787271.547,1436.2,27.2121
319298.5237,4785944.957,1531,22.4966
218961.6405,4789354.956,1664.5,21.8334
319284.7127,4785945.325,1531,22.5289
364237.799,4784917.339,1387.4,35.3947
364237.799,4784917.339,1387.4,35.3747
210515.9275,4789784.074,1763,19.5053
210516.723,4789802.733,1763,19.4764
391280.6016,4784634.401,1371,13.6405
391280.6016,4784634.401,1371,13.6405
195138.7525,4790883.683,1571.8,23.6624
230725.314,4789453.322,1421.3,19.8145
230712.2257,4789472.084,1421.3,19.7695
318991.3136,4786620.064,1547.7,21.2824
318977.5039,4786620.432,1547.7,21.2715
391573.2,4785148.372,1369.2,14.8887
391559.3909,4785148.592,1369.2,14.8879
418351.3312,4784773.916,1517.3,5.16731
418351.55,4784792.129,1517.3,5.10902
222113.7606,4790133.826,1574.2,19.303
182247.1548,4792031.699,2074.5,20.6707
182247.1548,4792031.699,2074.5,20.7007
192985.8109,4791574.249,1555.3,25.3678
226819.8095,4790146.969,1427.9,17.1327
251151.5355,4789285.415,1434.9,31.8097
251151.5355,4789285.415,1434.9,31.8097
358807.1414,4786249.899,1393.9,33.3439
358793.7209,4786268.844,1393.9,33.3267
283591.9074,4788266.955,1632.2,24.2645
