Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
373858.7805,4943357.197,1912.6,-27.6331
315600.9132,4944830.314,1865.3,-77.2832
315588.2224,4944830.676,1865.3,-77.283
352391.4667,4943885.711,2489.3,-12.7169
360191.5151,4943712.36,2572.5,-4.51753
252266.3321,4946966.203,1442,-34.8931
315601.4455,4944848.976,1865.3,-76.9148
363259.8688,4943739.209,2639.2,1.37807
347343.9631,4944114.048,2518.2,-5.04264
370479.103,4943664.7,1912.9,-23.9073
321673.8079,4944845.265,1912.6,-70.9221
321661.1175,4944845.615,1912.6,-70.9146
246538.0318,4947392.058,1516.5,-29.8802
357260.89,4943998.546,1964.4,-23.4569
246459.4486,4947413.831,1516.6,-29.61
306013.1732,4945407.425,1999.4,-58.297
306013.7333,4945426.087,1999.4,-58.3091
310971.3727,4945297.441,1909.8,-41.5317
311763.7141,4945274.319,1909.8,-43.4078
312042.1043,4945266.218,1911.1,-46.025
312557.6417,4945251.248,1908,-48.3148
310957.8894,4945297.835,1909.8,-41.5391
311751.0239,4945274.688,1909.8,-43.4089
312028.621,4945266.61,1911.1,-46.0244
312544.1584,4945251.639,1908,-48.2734
373998.3833,4943761.852,1906.5,-28.8925
313351.3117,4945246.849,1895.8,-54.6249
314144.4437,4945223.996,1882.1,-63.671
314936.7825,4945201.263,1865.3,-75.2124
313351.3117,4945246.849,1895.8,-54.5849
314936.7825,4945201.263,1865.3,-75.1723
251763.5593,4947319.014,1443.8,-33.6123
251751.5861,4947338.164,1443.8,-33.4555
373365.7585,4943829.661,1907.4,-28.3533
373761.5266,4943821.922,1907.4,-30.1798
373365.7585,4943829.661,1907.4,-28.3833
373761.5266,4943821.922,1907.4,-30.1998
297450.7384,4945781.148,2176.2,-32.1165
297450.7384,4945781.148,2176.2,-32.1565
235826.7833,4948062.252,2695.7,-16.544
235827.5464,4948080.914,2695.7,-17.5181
349891.102,4944443.629,2606.3,-5.90315
370513.0674,4944053.181,1907.7,-23.6428
371266.5145,4944038.136,1905,-24.8945
372416.5127,4944015.341,1898.6,-26.8822
373090.6495,4944002.074,1905,-27.6327
197457.1911,4949856.726,2506.7,-29.5265
309246.2672,4945588.931,1960.7,-53.8982
197457.1911,4949856.726,2506.7,-29.5265
309246.2672,4945588.931,1960.7,-53.8982
372074.1983,4944077.667,1899.8,-26.4378
322323.8821,4945364.739,1926.3,-64.5603
304916.1825,4945884.949,1994.9,-58.8835
252294.7128,4947706.457,1442,-32.0743
304916.7424,4945903.5,1994.9,-58.8657
375845.6647,4944226.278,1907.4,-27.895
376902.8241,4944206.063,1923.2,-28.0849
377736.3383,4944190.247,1946.7,-26.8766
315361.9107,4945689.604,1859.5,-75.381
315362.4311,4945707.821,1859.5,-75.3945
377710.0715,4944227.636,1946.7,-26.5196
375846.7313,4944281.819,1907.4,-28.0685
252856.3453,4947833.571,1442.6,-33.167
252856.3453,4947833.571,1442.6,-34.187
252843.5601,4947852.304,1442.6,-34.1041
263286.5601,4947479.805,1516.7,-47.8948
263273.078,4947480.299,1516.7,-47.9341
374685.1,4944396.574,1898.9,-29.7349
365208.5406,4944605.888,2038.2,-15.3673
373972.5121,4944429.095,1900.4,-28.8003
378413.5774,4944344.044,1968.4,-27.8047
409963.8578,4943865.016,2007.7,-33.7741
376232.9675,4944440.984,1904.7,-28.5994
343508.3088,4945224.513,2297.6,-22.2515
310850.3621,4946153.373,1903.7,-41.4561
310850.3621,4946153.373,1903.7,-41.4661
322905.4194,4945848.689,1941.5,-57.89
365451.0769,4944822.982,2028.1,-14.9707
313392.0583,4946190.653,1876.3,-57.6394
313392.0583,4946190.653,1876.3,-57.3094
382095.8728,4944720.533,1938.8,-26.4242
409110.7196,4944284.255,2012.9,-32.6033
263702.62,4948020.841,1515.7,-48.8798
263689.932,4948021.305,1515.7,-48.8602
379070.7473,4944868.76,1945.2,-27.1067
366026.5847,4945144.638,1970.8,-17.0863
309870.5208,4946571.472,1934.9,-45.9038
309870.5208,4946571.472,1934.9,-45.8738
255119.1108,4948526.099,1433.7,-32.844
255119.1108,4948526.099,1433.7,-32.834
307878.9804,4946778.361,2015.9,-55.8038
372889.1333,4945172.611,1893.7,-27.1523
380170.8733,4945033.508,1931.5,-28.3799
380884.5359,4945020.316,1929.9,-26.9077
307878.9804,4946778.361,2015.9,-55.7738
343590.6051,4945870.838,2506.6,5.65089
366493.4788,4945357.123,1939.1,-19.0992
367326.8719,4945339.961,1896.4,-20.449
368053.2164,4945325.091,1879.4,-20.6204
369718.4165,4945291.31,1887.9,-22.5937
370511.3689,4945275.374,1891.5,-23.0476
368926.2211,4945344.666,1883.9,-21.7041
395688.4758,4944875.564,2026.9,-32.3049
261574.516,4948451.317,1451.4,-46.0863
359015.5804,4945608.831,1962.3,-15.08
261562.5177,4948470.448,1451.4,-46.1222
380927.7109,4945167.975,1929.9,-26.182
332361.619,4946337.679,2522.5,-19.4689
332361.619,4946337.679,2522.5,-19.4389
309353.0673,4946975.621,1920.2,-42.9452
309340.9311,4946994.657,1920.2,-43.0128
310346.111,4946983.305,1905.9,-39.5658
311535.5058,4946948.499,1885.4,-43.4411
311535.5058,4946948.499,1885.4,-43.4511
394554.9036,4945060.512,2043.3,-30.6958
413439.9096,4944836.004,2017.2,-24.817
413439.9096,4944836.004,2017.2,-24.847
323749.6558,4946715.257,1967.4,-45.9808
300622.6722,4947387.586,2045.2,-36.94
323749.6558,4946715.257,1967.4,-45.9608
305988.8882,4947242.433,1937,-59.237
305975.4087,4947242.838,1937,-59.2522
303253.333,4947325.166,1947.6,-52.8874
303253.9013,4947343.828,1947.6,-52.9374
370558.8081,4945663.586,1884.8,-23.1124
371338.2333,4945648.021,1885.8,-23.8777
372104.9719,4945632.801,1889.1,-24.9503
372765.4613,4945619.763,1888.2,-26.6603
409133.5579,4945006.102,2014.7,-33.1953
396196.3574,4945237.827,2026.9,-33.6782
245216.136,4949465.116,1617.9,-33.748
245216.136,4949465.116,1617.9,-33.788
372938.9718,4945690.136,1886.7,-26.9082
389629.4077,4945383.53,1978.1,-28.9943
203867.5898,4951266.641,1527.3,-38.7969
393990.9361,4945347.737,2033.9,-30.1742
355445.0371,4946187.494,2018,-32.5221
384966.6564,4945613.185,1949.2,-26.2756
383342.5973,4945716.414,1951.3,-26.2726
313015.8302,4947368.975,1861.1,-55.1706
313002.8819,4947387.693,1861.1,-54.8084
348511.2333,4946512.942,2709.6,-3.64291
392383.3037,4945633.309,2015.3,-27.7826
315053.7804,4947402.802,1840.9,-70.7486
315053.7804,4947402.802,1840.9,-70.7286
397021.9107,4945631.947,2030.5,-32.6327
397022.2081,4945650.608,2030.5,-32.8259
315016.5256,4947515.042,1842.5,-72.7619
391579.7685,4945813.743,2004.6,-28.4842
324678.0798,4947301.062,1985.4,-37.5534
324664.6016,4947301.428,1985.4,-37.689
310539.9016,4947718.95,1892.2,-37.1084
310539.9016,4947718.95,1892.2,-36.7184
387973.6368,4945949.036,1968.4,-28.3148
186701.1251,4952634.063,2780.1,-17.1503
186662.2758,4952635.95,2780,-17.0641
186701.1251,4952634.063,2780.1,-17.1503
245041.2476,4950084.039,1633.7,-26.9938
245041.9802,4950102.59,1633.7,-28.2323
342772.9134,4947057.949,2292.1,-19.7488
359779.498,4946703.325,1933.6,-14.4264
370575.1227,4946478.034,1876.9,-22.3511
380921.2179,4946279.061,1914.4,-28.3515
409145.2714,4945839.209,2022.6,-32.3817
312198.6636,4947948.337,1861.1,-48.6082
359807.2537,4946739.619,1933.7,-14.284
359793.7761,4946739.911,1933.7,-14.2281
306887.4288,4948123.639,1927.2,-59.6703
306887.9835,4948142.19,1927.2,-59.6564
219046.7738,4951385.89,2573.4,-30.071
219033.296,4951386.476,2573.4,-30.1487
223103.5597,4951228.82,2791.9,-24.5388
307683.2308,4948174.05,1903.7,-51.8812
307669.7533,4948174.452,1903.7,-51.8582
367354.9978,4946709.926,1864.7,-21.292
385814.0413,4946394.634,1948.8,-28.2109
419758.0695,4945920.786,2241.8,-15.3825
347101.6157,4947287.253,2671.8,-0.21793
319001.7902,4948124.744,1881.5,-68.9059
360462.179,4947095.958,1925.1,-16.1355
319001.7902,4948124.744,1881.5,-68.8959
259214.8002,4950096.178,1442.9,-40.4562
301680.5726,4948652.128,1970.5,-42.8735
259215.4921,4950114.729,1442.9,-40.4706
301681.1424,4948670.678,1970.5,-42.8839
319081.8262,4948177.974,1881.5,-67.9339
398410.1014,4946461.843,2036.3,-33.5382
345045.741,4947558.425,2617,7.34493
384287.8995,4946773.584,1940,-26.0131
313047.4431,4948461.021,1845.9,-55.3793
313033.9665,4948461.411,1845.9,-55.3786
303614.4163,4948759.692,1935.4,-54.496
305477.3484,4948703.303,1892.8,-58.2317
303614.9839,4948778.354,1935.4,-54.4581
305477.9106,4948721.964,1892.8,-58.293
354561.5334,4947430.057,2034.5,-32.7015
311106.075,4948573.44,1861.7,-38.818
326010.2149,4948154.677,2019.3,-25.7148
311093.3913,4948573.811,1861.7,-38.8667
326010.2149,4948154.677,2019.3,-25.7148
363440.5051,4947254.792,2327.4,-13.3915
214486.5568,4952160.888,2410,-36.6273
386602.1115,4946880.44,1967.1,-28.707
361289.0492,4947411.77,1914.8,-19.0935
300527.8849,4949020.974,1989.7,-48.1528
300528.4615,4949039.636,1989.7,-48.1665
367368.6855,4947376.525,1855.3,-21.6453
368174.0712,4947360.037,1857.7,-21.6111
368966.7736,4947343.907,1862,-21.7466
369799.111,4947327.075,1868.1,-21.7726
370578.3374,4947311.414,1871.1,-22.1314
285639.9393,4949572.391,3222.7,11.4778
256059.842,4950641.016,1440.1,-35.1653
256046.3659,4950641.526,1440.1,-35.1148
409156.9848,4946672.206,2024.4,-31.0931
381663.7038,4947154.256,1923.5,-22.2867
231434.983,4951674.4,2683.7,-25.6485
371333.2522,4947389.121,1869.9,-21.9421
383368.6714,4947160.581,1935.7,-24.9263
360911.3537,4947697.613,1920.8,-14.0954
314923.6524,4948870.458,1810.2,-70.7143
314910.1768,4948870.844,1810.2,-70.7434
357794.9627,4947820.938,2490.5,-10.1663
400070.84,4947047.145,2036.6,-35.6961
399001.6056,4947119.33,2040,-33.8405
308029.8309,4949182.928,1872.3,-47.2633
314134.1686,4949004.31,1830.3,-62.914
381008.5115,4947444.424,1918.1,-30.6675
308030.3858,4949201.59,1872.4,-46.8523
314134.7059,4949022.972,1830.3,-62.9695
285652.2366,4949942.74,3222.7,9.33137
345974.6164,4948258.649,2756.6,-0.36679
353627.0351,4948191.796,2043,-33.2932
361289.4903,4948059.998,1914.8,-17.7605
311380.088,4949343.668,1852.6,-40.5317
327220.118,4948900.324,2056.7,-26.3888
311380.088,4949343.668,1852.6,-40.5117
327220.118,4948900.324,2056.7,-26.3788
309148.8732,4949464.833,1851.9,-37.3008
192079.1243,4954026.422,2139.7,-31.9075
341833.0109,4948618.297,2262.8,-20.5104
348530.6683,4948457.705,2869,5.73029
361992.1571,4948174.634,1900.4,-16.3473
400671.8914,4947463.86,2047.6,-32.4113
409154.7152,4947412.74,2026.9,-29.1117
367397.3354,4948153.835,1850.4,-21.7165
356340.8756,4948408.914,2411.5,-14.1092
259868.3184,4951295.549,1435.9,-39.9884
259868.9963,4951313.766,1435.9,-40.0455
403501.3632,4947568.845,2051,-28.8391
401890.5781,4947630.447,2036.3,-31.3459
266596.0587,4951159.937,2235.1,-28.306
266582.5846,4951160.424,2235.1,-28.4383
385299.724,4947977.597,2031.4,-25.4115
313084.4331,4949738.576,1823,-53.455
368960.4835,4948362.627,1856.8,-20.8302
313084.4331,4949738.576,1823,-53.485
316016.9844,4949654.326,1840.9,-62.4532
368960.4835,4948362.627,1856.8,-20.8702
199049.7735,4954161.18,2385.9,-21.2435
312970.9114,4949927.194,1817.5,-56.3899
312957.4379,4949927.585,1817.5,-56.3817
246646.9483,4952190.283,1713.5,-38.5302
243608.9936,4952328.992,1713.5,-37.5414
369811.7698,4948623.557,1855.6,-21.5978
306053.1564,4950279.783,1829.1,-65.41
308021.8285,4950220.924,1841.3,-47.1575
311006.5374,4950132.835,1824.5,-40.3897
312512.3647,4950088.917,1824.5,-50.3087
306053.1564,4950279.783,1829.1,-65.4
308008.3553,4950221.325,1841.3,-46.8285
309355.6749,4950181.387,1830.6,-36.4916
311006.5374,4950132.835,1824.5,-40.3797
312512.3647,4950088.917,1824.5,-50.3387
313424.5789,4950062.483,1819,-55.0811
384475.5938,4948399.977,2060.1,-22.9063
310082.9709,4950178.178,1822.7,-37.4361
311786.9287,4950128.264,1825.7,-45.7727
313425.1055,4950080.701,1818.4,-56.1041
310069.4977,4950178.575,1822.7,-37.4055
313425.1055,4950080.701,1818.4,-56.074
308696.5814,4950237.801,1837.9,-39.2364
305209.9838,4950360.768,1883.6,-61.1502
306755.4258,4950314.309,1853.1,-54.4052
305196.5107,4950361.174,1883.6,-61.1439
306755.4258,4950314.309,1853.1,-54.4552
302607.8575,4950458.064,1912.6,-53.1089
302607.8575,4950458.064,1912.6,-53.0889
304153.2956,4950410.981,1897.3,-58.4385
304153.8619,4950429.643,1897.3,-58.4775
369776.6216,4948846.408,1855.9,-19.781
217178.0621,4953748.764,2738.3,-25.3468
217178.0621,4953748.764,2738.3,-25.3868
208209.0196,4954148.341,2608.8,-23.3477
217164.5892,4953749.355,2738.3,-26.0215
208209.8589,4954166.892,2608.8,-22.3545
217151.9298,4953768.497,2738.3,-25.4345
409191.5372,4948227.165,2029.3,-25.384
318568.5919,4950156.743,1874.5,-55.9416
318555.9117,4950157.099,1874.5,-55.9361
366568.8399,4949004.259,1845.2,-22.1862
367414.4424,4948986.837,1847,-21.6576
368206.9471,4948970.609,1850.1,-21.0368
368999.4517,4948954.478,1852.8,-20.7404
362765.2134,4949102.668,1905,-15.0727
418862.3079,4948209.495,2523.7,-7.57583
380083.4484,4948868.866,1963.2,-26.3307
289410.3851,4951209.054,3289.4,21.6589
289396.9127,4951209.494,3289.4,21.7438
353615.1569,4949451.602,2058.9,-34.3178
380045.6464,4948925.017,1963.2,-26.559
380045.6464,4948925.017,1963.2,-26.569
365837.5183,4949408.593,1848,-22.1038
366616.5035,4949392.448,1844,-22.235
346873.3803,4949904.438,2917.2,7.73282
346859.9086,4949904.758,2917.2,7.67492
275606.9385,4952045.139,3344,19.9569
275606.9385,4952045.139,3344,19.9969
251308.4489,4953028.726,2033,-33.7348
363465.2391,4949699.159,1875.4,-16.7946
341121.0333,4950302.905,2218.9,-21.3114
314629.1689,4951046.906,1834.2,-55.5615
314615.6978,4951047.294,1834.2,-55.5671
318340.5616,4950959.581,1886,-50.3463
311104.5464,4951204.719,1808.9,-42.8787
311104.5464,4951204.719,1808.9,-42.8888
258847.1111,4953002.205,1416.7,-30.0407
258847.7923,4953020.422,1416.7,-30.1322
313523.5244,4951208.174,1822,-55.3478
184587.4507,4956262.934,2547.5,-17.2735
363709.6061,4950008.496,1867.5,-19.5594
365796.7584,4949964.756,1848.3,-21.7097
306883.614,4951496.338,1841.6,-58.4932
311915.2802,4951347.688,1809.3,-46.1221
315110.1888,4951255.341,1845.2,-53.6967
306883.614,4951496.338,1841.6,-58.5132
311915.2802,4951347.688,1809.3,-46.1221
315097.5106,4951255.704,1845.2,-53.7295
368663.1753,4949961.794,1847.3,-20.5114
308772.9689,4951476.972,1820.5,-39.338
379466.8438,4949769.202,1975.1,-25.8694
404558.2922,4949349.385,2055.8,-28.0692
407702.4481,4949359.211,2056.2,-21.3756
407688.9778,4949359.403,2056.2,-21.4055
258511.5171,4953237.017,1416.7,-31.6631
296928.3619,4951913.103,2122.9,-54.9805
296928.9494,4951931.765,2122.9,-54.7541
368231.1372,4950155.407,1843.7,-21.4952
384395.9213,4949882.929,2310.3,-13.9541
237494.8255,4954243.896,2170.4,-39.986
304779.0477,4951874.774,1865.3,-58.4863
304766.3701,4951875.158,1865.3,-58.4528
308583.6602,4951778.993,1816,-44.5458
308583.6602,4951778.993,1816,-44.5958
315952.489,4951564.555,1862,-49.272
315953.0215,4951583.217,1862,-49.3154
416474.1748,4949499.045,2506,-4.05433
316473.3136,4951753.718,1872.6,-46.8568
316473.3136,4951753.718,1872.6,-46.8568
298079.1154,4952340.205,2022.2,-56.661
193717.4635,4956472.037,2468.5,-15.8355
363234.0493,4950648.563,1865,-20.9381
405147.2698,4949896.342,2050.9,-27.1715
405160.7391,4949896.144,2051,-27.5007
409201.5163,4949838.025,2064,-19.9588
403563.7222,4949938.478,2080.8,-26.2669
407590.2266,4949879.563,2042.7,-24.3001
408594.8718,4949865.255,2060.3,-20.9112
409201.7789,4949856.687,2064.1,-20.7031
364357.5301,4950661.742,1859.2,-21.1952
365849.4441,4950630.551,1846.1,-21.8604
367843.6804,4950589.397,1841.3,-21.3374
369032.1405,4950565.165,1846.7,-19.5083
402770.8972,4949968.596,2082.3,-25.2663
403576.6713,4949956.506,2080.8,-27.1367
404368.9762,4949944.716,2091.7,-26.026
406125.516,4949918.924,2041.1,-27.589
407590.4875,4949897.78,2042.7,-25.0589
408581.6606,4949883.663,2060.4,-21.3097
311061.8386,4952021.125,1801.7,-41.3973
311061.8386,4952021.125,1801.7,-41.3573
360000.2459,4950773.486,2948.6,9.58077
364278.692,4950682.07,1859.2,-21.2573
402203.6563,4950032.721,2093.3,-25.3267
313598.8275,4952002.79,1836.7,-49.5777
313598.8275,4952002.79,1836.7,-49.5877
340091.8185,4951421.49,2159.2,-27.2697
367782.096,4950794.58,1841.9,-19.5219
201771.5848,4956354.238,1465.4,-25.5987
318464.2611,4952086.258,1908.3,-39.7358
365102.9444,4950942.389,1851.9,-22.1454
355282.1124,4951303.58,2561.5,-16.9094
358306.1415,4951236.451,2641.1,-24.5802
340150.5338,4951679.46,2188.4,-22.2977
317915.6893,4952287.043,1903.4,-38.4507
317915.6893,4952287.043,1903.4,-38.4807
317915.6893,4952287.043,1903.4,-38.6407
401629.962,4950504.648,2107.6,-25.2629
317099.1351,4952403.086,1881.5,-39.7235
317099.1351,4952403.086,1881.5,-39.7135
365874.8505,4951204.454,1844,-21.6843
369071.48,4951175.68,1844.3,-19.7709
317060.5692,4952441.089,1881.5,-39.3738
410968.0285,4950535.581,2074.7,-18.5325
311704.0892,4952724.997,1798.9,-42.3612
311704.0892,4952724.997,1798.9,-42.3612
310159.81,4952788.95,1787.9,-39.9138
310146.3423,4952789.346,1788,-39.5321
352939.4694,4951671.64,2100.1,-32.7537
352939.8848,4951689.857,2100.1,-32.7451
362908.683,4951488.959,1861.7,-22.9894
366975.0924,4951403.821,1835.2,-21.3228
383242.9697,4951125.764,2115,-23.5169
225634.5103,4955943.252,2647.5,-21.8823
318879.9115,4952741.705,1916.2,-32.1199
318866.4442,4952742.083,1916.2,-32.1825
364246.261,4951664.597,1849.2,-22.4893
401044.2953,4951068.81,2118,-24.8107
294763.9306,4953686.893,2138.2,-45.947
294751.2559,4953687.296,2138.2,-45.8768
339773.2621,4952448.203,2181,-22.1149
366522.4318,4951857.801,1836.4,-20.9157
366628.9368,4951911.163,1834.2,-21.0014
366642.4033,4951910.884,1834.2,-20.881
316156.8762,4953170.733,1943.7,-32.9639
259979.8907,4955017.503,1410.9,-30.267
316143.4097,4953171.117,1943.7,-33.0293
414448.6756,4951117.879,2076.8,-16.4687
414462.3894,4951136.362,2076.9,-16.6318
309269.3261,4953537.894,1781.9,-44.256
309257.191,4953556.487,1781.9,-44.2044
339557.8342,4952805.575,2191.5,-21.5326
364655.1856,4952229.996,1843.1,-22.3805
381011.5291,4951907.484,2139.7,-25.785
409250.321,4951448.344,2100.3,-18.5692
214813.164,4957136.63,2702.9,-19.3794
404418.7177,4951536.797,2268.2,-21.5534
407626.7599,4951490.056,2090.2,-19.7798
310832.329,4953658.503,1785.2,-38.3692
310832.8635,4953676.72,1785.2,-37.9468
312999.0223,4953632.204,1862.9,-33.7123
312999.0223,4953632.204,1862.9,-33.6723
408750.7485,4951585.05,2102.7,-19.0605
300935.5404,4954104.598,1859.2,-65.3801
300935.5404,4954104.598,1859.2,-65.3501
408013.0415,4951687.968,2084.1,-19.6488
403275.4336,4951905.606,2399.3,-19.2349
324096.0513,4953598.138,2916.9,0.86347
407526.7195,4951861.913,2105.5,-20.8783
302314.7045,4954247.506,1842.8,-63.1462
302301.8083,4954266.47,1842.8,-63.1535
382049.4044,4952333.008,2093.3,-26.6954
310369.5922,4954098.357,1778.2,-36.2588
364902.5025,4952725.011,1840.3,-21.8829
319373.3975,4953858.017,1929.3,-26.5174
319359.9326,4953858.394,1929.3,-25.6368
400782.6999,4952091.358,2123.7,-23.5709
400083.8997,4952139.48,2135.7,-24.8781
294519.9222,4954713.886,2068.1,-48.1142
294520.503,4954732.103,2068.1,-48.1788
241269.146,4956668.848,1792.5,-42.9065
365487.3424,4952879.369,1833.1,-20.4417
399676.1397,4952256.808,2144.9,-23.9918
241269.146,4956668.848,1792.5,-42.9365
365487.3424,4952879.369,1833.1,-20.4517
303233.2748,4954497.59,1844.3,-63.5907
303233.2748,4954497.59,1844.3,-63.5707
409247.0158,4952170.566,2125.3,-17.9918
383970.1368,4952649.962,2016.5,-26.089
410146.2018,4952232.081,2247.8,-15.6689
361899.8373,4953121.799,1849.2,-24.5335
385554.8206,4952658.532,2036,-21.729
312822.5047,4954378.651,1887.3,-27.0031
333705.1531,4953824.322,2774.6,-1.99333
383074.1217,4952739.931,2036,-26.391
365504.6471,4953101.159,1833,-20.5344
230337.9135,4957395.215,2871.5,-15.0989
230324.4493,4957395.778,2871.5,-15.8001
401159.6849,4952548.779,2136.2,-23.5093
204520.9439,4958583.526,2186.9,-30.6748
307810.8622,4954692.799,1766.6,-50.6866
307810.8622,4954692.799,1766.6,-50.3466
365626.1496,4953228.315,1833.7,-19.0712
416181.8542,4952372.896,2085.4,-13.0224
312893.6173,4954561.918,1898,-24.4298
365626.5385,4953246.976,1833.7,-19.116
416182.0968,4952391.558,2085.4,-13.215
297305.4467,4955051.553,1916.5,-63.6181
297305.4467,4955051.553,1916.5,-63.6081
383050.5523,4952925.593,2036,-25.8088
390074.0101,4952857.58,2118.3,-21.5447
377469.6287,4953122.14,1972.6,-19.6791
338982.9848,4954098.261,2142.7,-20.2325
415828.0545,4952636.925,2085,-13.2189
391766.7162,4953032.836,2156.4,-21.9241
399448.9265,4952927.113,2164,-22.9379
262072.8277,4956552.812,1406.9,-30.3608
241033.6782,4957382.939,1836.4,-33.0778
272053.4344,4956247.901,3112.3,7.85837
308615.1991,4955058.219,1771.2,-40.7149
272053.4344,4956247.901,3112.3,7.87837
308615.1991,4955058.219,1771.2,-40.7449
319398.8187,4954765.23,1963.8,-24.1991
416451.824,4952850.903,2092,-12.9697
301004.2093,4955455.424,1837.9,-67.9361
300990.7466,4955455.84,1837.9,-67.9197
265459.4044,4956651.316,2236.3,-33.8528
265460.0677,4956669.533,2236.3,-33.9061
310190.2739,4955196.527,1899.5,-28.8804
303789.7384,4955406.917,1830.6,-62.7337
303789.7384,4955406.917,1830.6,-62.7637
355699.9536,4954035.549,2589.8,-11.8337
362668.8138,4953883.304,1827.5,-25.6332
363896.2831,4953857.269,1831.5,-21.8974
364965.3692,4953834.784,1827.8,-20.2631
409272.9838,4953058.923,2162.5,-17.4749
414038.1755,4953012.289,2147.2,-14.71
415648.1305,4952991.023,2111.2,-13.313
417271.5479,4952969.987,2118.9,-12.5724
358314.097,4954014.897,2040.9,-17.6327
361878.4897,4953937.531,1831.2,-25.1832
363105.1601,4953911.362,1835.2,-23.6868
364306.4892,4953885.96,1831.8,-20.5872
361125.7747,4953971.931,1855,-25.4743
365441.678,4953880.388,1830.6,-19.9036
281566.21,4956196.285,2660.6,-6.20413
365468.2005,4953898.505,1830.6,-19.6448
350501.9524,4954228.26,2327.8,-25.3615
350488.9229,4954247.234,2327.8,-25.6916
383221.0246,4953589.327,2008.6,-25.4963
308784.3266,4955442.109,1776,-39.4353
308784.3266,4955442.109,1776,-39.4553
358515.7301,4954177.061,2015.6,-18.2847
353051.6817,4954299.324,2250.9,-32.7236
211039.2951,4959122.452,2835.8,-11.8548
246201.8033,4957696.245,2439.6,-36.2606
369142.0238,4954026.35,1839.7,-18.4192
369168.1558,4954025.819,1839.7,-16.8972
404684.8158,4953458.667,2491.9,-16.4414
417170.5041,4953304.475,2101.5,-12.6115
306560.4654,4955712.509,1754.4,-51.9478
306547.0035,4955712.913,1754.4,-51.9581
358797.7408,4954356.14,1984.2,-20.1691
389376.4881,4953758.764,2121.4,-12.9002
319745.8819,4955385.736,1973.8,-23.8208
319745.8819,4955385.736,1973.8,-23.7608
410639.3731,4953521.361,2211.2,-15.9204
368473.4653,4954262.549,1838.5,-17.8407
325739.9087,4955294.658,2308.5,-13.1914
398763.2985,4953807.942,2209.7,-23.0486
398763.5916,4953826.604,2209.8,-23.9489
252959.8398,4957786.139,1897.4,-39.0208
252946.3784,4957786.655,1897.4,-39.2434
365097.7191,4954480.241,1824.8,-20.5325
302384.7297,4956117.09,1819.3,-66.518
252947.7932,4957823.535,1897.3,-37.8835
302384.7297,4956117.09,1819.3,-66.568
359555.2732,4954617.315,1917.1,-23.1717
367922.5801,4954440.398,1830.6,-18.3527
416158.6297,4953632.416,2128,-11.8151
359082.1792,4954683.211,1951.6,-21.0065
221449.0904,4959183.324,2342.7,-35.0304
359107.9233,4954701.208,1951.6,-20.3621
221436.4175,4959202.125,2342.7,-36.6954
359095.6524,4954719.702,1951.6,-20.3341
411765.4846,4953802.049,2214.3,-13.7466
413414.841,4953779.681,2290.5,-8.49439
411765.74,4953820.711,2214.3,-14.0672
366170.1648,4954624.91,1818.1,-20.2088
366923.1812,4954609.316,1824.2,-18.4141
360351.5075,4954766.603,1873.3,-25.3826
363095.9325,4954707.713,1823.9,-25.0087
364296.3214,4954682.323,1825.2,-20.7045
366962.3562,4954626.732,1824.2,-18.2616
418060.587,4953793.161,2127.1,-10.5573
369114.8402,4954638.219,1838.5,-17.067
351708.9852,4955033.937,2151,-33.5057
341244.1539,4955301.837,2712.4,-3.51383
338829.154,4955361.794,2124.4,-18.2882
351695.9515,4955052.798,2151,-33.4996
351801.6802,4955068.592,2150.9,-33.4311
376070.3377,4954556.155,1895.8,-17.3443
395406.0897,4954361.772,2305.2,-21.9285
316202.301,4956152.883,2599,-14.1538
316188.8407,4956153.267,2599,-13.8693
388270.6124,4954666.765,2092.4,-17.4194
369189.5828,4955081.326,1841.3,-15.7807
364756.5481,4955209.747,1820.2,-20.7632
368676.8281,4955184.216,1839.7,-15.9846
405875.1129,4954533.46,2607.4,-9.55561
369998.1561,4955231.653,1856.2,-15.0109
382943.2886,4955002.022,2002.5,-22.7638
418887.7059,4954449.299,2139.9,-7.18437
370751.038,4955253.289,1867.2,-14.5272
401470.5638,4954747.632,2579.7,-15.0186
370858.2516,4955307.148,1867.2,-13.8146
363112.4531,4955485.292,1814.7,-26.4077
372533.8903,4955292.003,1880.6,-9.84834
372678.7746,4955289.138,1883.9,-10.6464
374671.5266,4955250.066,1901.6,-10.6786
305924.747,4956973.108,1763.2,-50.4808
305911.2878,4956973.513,1763.2,-50.5468
359550.5369,4955599.301,1912,-24.4232
359854.5548,4955592.68,1884.5,-24.9701
364208.977,4955499.428,1821.7,-21.4825
374658.7935,4955287.652,1901.6,-10.003
402843.7341,4954801.001,2395.6,-17.5867
409296.1794,4954706.94,2418.5,-12.4891
414758.9843,4954632.358,2219.1,-10.9238
415682.9108,4954620.202,2153,-12.5019
417292.4586,4954599.342,2164.9,-9.76265
373629.9246,4955325.975,1901.9,-9.3155
371651.3901,4955402.314,1874.5,-12.1409
295952.0071,4957373.755,1892.8,-60.4258
295952.0071,4957373.755,1892.8,-60.4658
398714.8273,4954956.914,2262.8,-22.3856
398728.2862,4954956.702,2262.7,-21.8252
356189.8889,4955858.711,2887,3.55187
